订单 ID,订单日期,发货日期,产品名称,类别,子类别,客户名称,细分,国家,地区,城市,省/自治区,邮寄方式,销售额,利润,折扣,数量
CN-2017-5927801,2017/8/15,2017/8/20,"SanDisk 键盘, 实惠",技术,配件,贾君,消费者,中国,华北,北京,北京,标准级,"1,901",285,0%,5
CN-2017-3483704,2017/8/16,2017/8/21,"Cardinal 订书机, 回收",办公用品,装订机,戴松,公司,中国,西北,石炭井,宁夏,标准级,"1,170",292,0%,5
CN-2017-3865865,2017/8/16,2017/8/22,"Kleencut 美工刀, 蓝色",办公用品,用品,林青,消费者,中国,中南,郑州,河南,标准级,323,158,0%,2
CN-2017-4195213,2017/8/17,2017/8/19,"Ames 搭扣信封, 红色",办公用品,信封,葛蔓楚,公司,中国,东北,沈阳,辽宁,二级,150,39,0%,3
CN-2017-4195213,2017/8/17,2017/8/19,"SAFCO 椅垫, 每套两件",家具,椅子,葛蔓楚,公司,中国,东北,沈阳,辽宁,二级,"1,564",-679,40%,9
US-2017-5495957,2017/8/17,2017/8/20,"Fellowes 盒, 单宽度",办公用品,收纳具,钱珑,消费者,中国,东北,哈尔滨,黑龙江,二级,460,138,0%,5
US-2017-5495957,2017/8/17,2017/8/20,"StarTech 打印机, 红色",技术,设备,钱珑,消费者,中国,东北,哈尔滨,黑龙江,二级,"7,093",0,0%,6
US-2017-5495957,2017/8/17,2017/8/20,"Memorex 鼠标, 回收",技术,配件,钱珑,消费者,中国,东北,哈尔滨,黑龙江,二级,849,152,0%,7
CN-2017-3566090,2017/8/17,2017/8/21,"夏普 传真机, 彩色",技术,复印机,冯丽,消费者,中国,中南,廉洲,广东,标准级,"2,773",527,0%,2
CN-2017-1048520,2017/8/17,2017/8/22,"Kleencut 美工刀, 工业",办公用品,用品,钟宣,公司,中国,西南,重庆,重庆,标准级,508,50,0%,3
CN-2017-5022660,2017/8/17,2017/8/22,"Fellowes 文件夹, 单宽度",办公用品,收纳具,邱荷,消费者,中国,华北,呼和浩特,内蒙古,标准级,247,86,0%,2
CN-2017-5579550,2017/8/17,2017/8/22,"诺基亚 智能手机, 整包",技术,电话,雷菊,消费者,中国,东北,富锦,黑龙江,标准级,"3,451",138,0%,6
CN-2017-5579550,2017/8/17,2017/8/22,"SanDisk 键区, 实惠",技术,配件,雷菊,消费者,中国,东北,富锦,黑龙江,标准级,258,98,0%,1
CN-2017-1340062,2017/8/17,2017/8/23,"Kraft 搭扣信封, 每套 50 个",办公用品,信封,贾君,消费者,中国,东北,图们,吉林,标准级,126,10,0%,3
US-2017-3139690,2017/8/17,2017/8/23,"Smead 有色标签, 白色",办公用品,标签,田丽美,消费者,中国,华东,潍坊,山东,标准级,244,116,0%,4
US-2017-3139690,2017/8/17,2017/8/23,"BIC 铅笔刀, 整包",办公用品,美术,田丽美,消费者,中国,华东,潍坊,山东,标准级,683,314,0%,5
US-2017-3139690,2017/8/17,2017/8/23,"Acco 孔加固材料, 回收",办公用品,装订机,田丽美,消费者,中国,华东,潍坊,山东,标准级,229,4,0%,7
CN-2017-1340062,2017/8/17,2017/8/23,"Deflect-O 相框, 一包多件",家具,用具,贾君,消费者,中国,东北,图们,吉林,标准级,485,39,0%,2
CN-2017-5477816,2017/8/17,2017/8/24,"OIC 订书钉, 混合尺寸",办公用品,系固件,余婵,公司,中国,中南,广州,广东,标准级,205,25,0%,5
CN-2017-4186426,2017/8/18,2017/8/19,"Fellowes 搁板, 单宽度",办公用品,收纳具,常升,消费者,中国,华东,枣庄,山东,一级,540,221,0%,2
CN-2017-2018203,2017/8/18,2017/8/20,"Deflect-O 框架, 优质",家具,用具,林德伟,公司,中国,西南,重庆,重庆,二级,"3,042","1,460",0%,6
CN-2017-4757396,2017/8/18,2017/8/21,"Hon 沙滩椅, 每套两件",家具,椅子,万刚,公司,中国,西南,重庆,重庆,一级,885,194,0%,4
CN-2017-3670764,2017/8/18,2017/8/22,"三星 办公室电话机, 混合尺寸",技术,电话,邵兰,消费者,中国,华东,九江,江西,标准级,953,105,0%,3
CN-2017-5093470,2017/8/18,2017/8/24,"Brother 墨水, 彩色",技术,复印机,陶盛,消费者,中国,中南,深圳,广东,标准级,"2,776",83,0%,4
CN-2017-3566090,2017/8/19,2017/8/19,"Kleencut 尺子, 蓝色",办公用品,用品,徐岱,公司,中国,东北,富拉尔基区,黑龙江,当日,443,74,0%,7
CN-2017-3566090,2017/8/19,2017/8/19,"Enermax 羊皮纸, 每包 12 个",办公用品,纸张,徐岱,公司,中国,东北,富拉尔基区,黑龙江,当日,365,138,0%,4
CN-2017-3566090,2017/8/19,2017/8/19,"Stanley 画布, 金属",办公用品,美术,徐岱,公司,中国,东北,富拉尔基区,黑龙江,当日,947,260,20%,5
CN-2017-3566090,2017/8/19,2017/8/19,"Office Star 沙滩椅, 红色",家具,椅子,徐岱,公司,中国,东北,富拉尔基区,黑龙江,当日,"1,294",323,0%,5
US-2017-1435617,2017/8/20,2017/8/20,"Acco 订书机, 回收",办公用品,装订机,黄康,消费者,中国,中南,汕头,广东,当日,720,165,0%,3
US-2017-1435617,2017/8/20,2017/8/20,"Ibico 孔加固材料, 实惠",办公用品,装订机,黄康,消费者,中国,中南,汕头,广东,当日,98,1,0%,3
US-2017-1435617,2017/8/20,2017/8/20,"Harbour Creations 沙滩椅, 可调",家具,椅子,黄康,消费者,中国,中南,汕头,广东,当日,808,72,10%,3
CN-2017-3197896,2017/8/20,2017/8/22,"Stockwell 订书钉, 金属",办公用品,系固件,邓实,消费者,中国,东北,南票,辽宁,二级,92,-52,40%,3
CN-2017-3197896,2017/8/20,2017/8/22,"Wilson Jones 打孔机, 回收",办公用品,装订机,邓实,消费者,中国,东北,南票,辽宁,二级,556,-28,40%,7
CN-2017-3197896,2017/8/20,2017/8/22,"柯尼卡 卡片打印机, 红色",技术,设备,邓实,消费者,中国,东北,南票,辽宁,二级,"2,412","-1,529",40%,5
CN-2017-2883758,2017/8/20,2017/8/24,"Cuisinart 冰箱, 白色",办公用品,器具,施平,小型企业,中国,中南,洛阳,河南,标准级,"9,225",922,0%,4
CN-2017-5598912,2017/8/20,2017/8/24,"Safco 书架, 黑色",家具,书架,马惠英,公司,中国,华北,天津,天津,标准级,"3,508",210,0%,5
CN-2017-3734004,2017/8/20,2017/8/24,"思科 办公室电话机, 全尺寸",技术,电话,郝升,消费者,中国,华东,杭州,浙江,二级,687,-458,40%,3
CN-2017-4505574,2017/8/20,2017/8/25,"Green Bar 笔记本, 多色",办公用品,纸张,麦德,公司,中国,华东,临沂,山东,标准级,291,108,0%,2
CN-2017-1391849,2017/8/20,2017/8/25,"Acco 标签, 实惠",办公用品,装订机,何安,小型企业,中国,中南,信阳,河南,标准级,120,55,0%,3
CN-2017-2548759,2017/8/20,2017/8/25,"KitchenAid 搅拌机, 银色",办公用品,器具,田淑芳,消费者,中国,东北,红岗,黑龙江,标准级,"1,859",260,0%,4
CN-2017-2548759,2017/8/20,2017/8/25,"Stockwell 订书钉, 混合尺寸",办公用品,系固件,田淑芳,消费者,中国,东北,红岗,黑龙江,标准级,231,0,0%,6
CN-2017-4505574,2017/8/20,2017/8/25,"SAFCO 椅垫, 黑色",家具,椅子,麦德,公司,中国,华东,临沂,山东,标准级,"1,071",407,0%,4
CN-2017-2548759,2017/8/20,2017/8/25,"Brother 无线传真机, 彩色",技术,复印机,田淑芳,消费者,中国,东北,红岗,黑龙江,标准级,"3,549","1,704",0%,2
CN-2017-2642546,2017/8/20,2017/8/26,"Fellowes 搁板, 金属",办公用品,收纳具,顾升,小型企业,中国,华东,上海,上海,标准级,"1,062",63,0%,4
CN-2017-2642546,2017/8/20,2017/8/26,"Harbour Creations 凳子, 黑色",家具,椅子,顾升,小型企业,中国,华东,上海,上海,标准级,"2,488",547,0%,3
CN-2017-4439307,2017/8/20,2017/8/26,"松下 计算器, 红色",技术,设备,许凤,公司,中国,西北,石河子,新疆,标准级,664,166,0%,3
CN-2017-2203847,2017/8/21,2017/8/23,"Hoover 搅拌机, 红色",办公用品,器具,毛丽美,公司,中国,中南,云浮,广东,一级,"2,267","1,042",0%,5
CN-2017-2306215,2017/8/21,2017/8/23,"Rogers 文件车, 金属",办公用品,收纳具,韦立,消费者,中国,东北,沈阳,辽宁,一级,"1,313",171,0%,2
CN-2017-2306215,2017/8/21,2017/8/23,"Green Bar 备忘录便条, 优质",办公用品,纸张,韦立,消费者,中国,东北,沈阳,辽宁,一级,237,102,0%,3
CN-2017-4619981,2017/8/21,2017/8/23,"Rogers 文件夹, 蓝色",办公用品,收纳具,徐莲,消费者,中国,中南,揭阳,广东,二级,430,206,0%,3
CN-2017-2203847,2017/8/21,2017/8/23,"SAFCO 椅垫, 每套两件",家具,椅子,毛丽美,公司,中国,中南,云浮,广东,一级,"2,086",92,10%,8
CN-2017-2306215,2017/8/21,2017/8/23,"Bevis 圆桌, 黑色",家具,桌子,韦立,消费者,中国,东北,沈阳,辽宁,一级,"1,935",-967,60%,2
CN-2017-2306215,2017/8/21,2017/8/23,"Novimex 扶手椅, 红色",家具,椅子,韦立,消费者,中国,东北,沈阳,辽宁,一级,"3,847",-769,40%,3
CN-2017-2203847,2017/8/21,2017/8/23,"佳能 个人复印机, 每套两件",技术,复印机,毛丽美,公司,中国,中南,云浮,广东,一级,"1,998",799,0%,3
CN-2017-3569535,2017/8/21,2017/8/25,"施乐 令, 优质",办公用品,纸张,郝立勤,消费者,中国,华东,宜春,江西,二级,738,73,0%,6
CN-2017-2919347,2017/8/21,2017/8/25,"Eaton 备忘录便条, 每包 12 个",办公用品,纸张,严盛,消费者,中国,中南,百色,广西,标准级,167,46,0%,2
US-2017-5235171,2017/8/21,2017/8/25,"Jiffy 搭扣信封, 回收",办公用品,信封,李康,消费者,中国,华东,宁波,浙江,标准级,68,7,0%,2
US-2017-5235171,2017/8/21,2017/8/25,"思科 音频基座, 混合尺寸",技术,电话,李康,消费者,中国,华东,宁波,浙江,标准级,"1,553",-803,40%,3
CN-2017-3285234,2017/8/21,2017/8/26,"Jiffy 商业信封, 银色",办公用品,信封,谭珊,消费者,中国,华东,青岛,山东,标准级,257,87,0%,3
CN-2017-3285234,2017/8/21,2017/8/26,"Boston 钢笔, 蓝色",办公用品,美术,谭珊,消费者,中国,华东,青岛,山东,标准级,332,46,0%,5
CN-2017-3285234,2017/8/21,2017/8/26,"Office Star 沙滩椅, 红色",家具,椅子,谭珊,消费者,中国,华东,青岛,山东,标准级,"1,552",388,0%,6
US-2017-3325239,2017/8/21,2017/8/27,"Stiletto 尺子, 蓝色",办公用品,用品,邱丽,消费者,中国,中南,皇岗,广东,标准级,139,50,0%,2
CN-2017-4497736,2017/8/22,2017/8/25,"Smead 有色标签, 可调",办公用品,标签,孔辉,公司,中国,中南,襄樊,湖北,一级,51,21,0%,1
US-2017-4687313,2017/8/22,2017/8/27,"Stockwell 橡皮筋, 每包 12 个",办公用品,系固件,苏晒明,消费者,中国,华东,嘉兴,浙江,标准级,402,-242,40%,9
US-2017-4687313,2017/8/22,2017/8/27,"Green Bar 令, 回收",办公用品,纸张,苏晒明,消费者,中国,华东,嘉兴,浙江,标准级,415,199,0%,3
US-2017-4687313,2017/8/22,2017/8/27,"宜家 书库, 金属",家具,书架,苏晒明,消费者,中国,华东,嘉兴,浙江,标准级,"7,112","-2,608",40%,7
CN-2017-1924488,2017/8/23,2017/8/23,"BIC 速写本, 蓝色",办公用品,美术,洪华,公司,中国,华东,泉州,福建,当日,908,236,0%,4
CN-2017-4164715,2017/8/24,2017/8/26,"Stiletto 修剪器, 锯齿状",办公用品,用品,曹琼,小型企业,中国,中南,深圳,广东,二级,"1,289",76,0%,7
CN-2017-1261828,2017/8/24,2017/8/27,"Kraft 外皮和封条, 回收",办公用品,信封,程安,消费者,中国,西南,曲靖,云南,一级,360,101,0%,4
CN-2017-1261828,2017/8/24,2017/8/27,"KitchenAid 炉灶, 黑色",办公用品,器具,程安,消费者,中国,西南,曲靖,云南,一级,"7,974","3,110",0%,3
CN-2017-1261828,2017/8/24,2017/8/27,"Harbour Creations 椅垫, 每套两件",家具,椅子,程安,消费者,中国,西南,曲靖,云南,一级,"1,040",301,0%,3
CN-2017-3900153,2017/8/24,2017/8/27,"Brother 个人复印机, 彩色",技术,复印机,毛庆缘,公司,中国,中南,驻马店,河南,二级,"2,021",727,0%,3
US-2017-5747151,2017/8/24,2017/8/28,"Binney & Smith 速写本, 混合尺寸",办公用品,美术,谭临耀,消费者,中国,东北,鞍山,辽宁,标准级,92,-199,80%,2
US-2017-5747151,2017/8/24,2017/8/28,"Chromcraft 木桌, 组装",家具,桌子,谭临耀,消费者,中国,东北,鞍山,辽宁,标准级,"7,228","-3,434",60%,8
US-2017-5747151,2017/8/24,2017/8/28,"SAFCO 折叠椅, 可调",家具,椅子,谭临耀,消费者,中国,东北,鞍山,辽宁,标准级,"2,223",-741,40%,9
US-2017-3656854,2017/8/24,2017/8/28,"Memorex 路由器, 可编程",技术,配件,钱宁,公司,中国,中南,武汉,湖北,标准级,"1,387",-578,40%,2
CN-2017-4309040,2017/8/24,2017/8/29,"SAFCO 椅垫, 可调",家具,椅子,倪芬,小型企业,中国,中南,洛阳,广东,标准级,523,209,10%,2
CN-2017-4309040,2017/8/24,2017/8/29,"思科 信号增强器, 混合尺寸",技术,电话,倪芬,小型企业,中国,中南,洛阳,广东,标准级,"2,166",21,0%,3
CN-2017-1313540,2017/8/24,2017/8/30,"Ibico 孔加固材料, 透明",办公用品,装订机,任梅,小型企业,中国,华北,满洲里,内蒙古,标准级,90,-39,40%,5
CN-2017-5165630,2017/8/25,2017/8/25,"思科 信号增强器, 整包",技术,电话,蒋宣,消费者,中国,华东,莱州,山东,当日,"4,254",213,0%,6
CN-2017-4475873,2017/8/25,2017/8/26,"Stiletto 大剪刀, 蓝色",办公用品,用品,郝壁,公司,中国,中南,汕头,广东,一级,449,215,0%,2
CN-2017-4475873,2017/8/25,2017/8/26,"Binney & Smith 记号笔, 金属",办公用品,美术,郝壁,公司,中国,中南,汕头,广东,一级,95,9,20%,1
CN-2017-5632123,2017/8/25,2017/8/26,"Avery 孔加固材料, 实惠",办公用品,装订机,康青,消费者,中国,华东,东台,江苏,一级,111,10,40%,9
CN-2017-4475873,2017/8/25,2017/8/26,"Office Star 椅垫, 可调",家具,椅子,郝壁,公司,中国,中南,汕头,广东,一级,"1,148",472,10%,4
CN-2017-4985754,2017/8/25,2017/8/27,"Novimex 运输标签, 红色",办公用品,标签,谢斯云,公司,中国,西南,海口,云南,一级,101,42,0%,2
CN-2017-4985754,2017/8/25,2017/8/27,"Accos 夹子, 整包",办公用品,系固件,谢斯云,公司,中国,西南,海口,云南,一级,271,24,0%,3
CN-2017-3560054,2017/8/25,2017/8/27,"Cuisinart 炉灶, 黑色",办公用品,器具,邵绅,消费者,中国,中南,郑州,河南,二级,"5,019",552,0%,2
CN-2017-3569535,2017/8/25,2017/8/27,"Harbour Creations 有色标签, 红色",办公用品,标签,韦实,消费者,中国,中南,焦作,河南,二级,119,12,0%,2
CN-2017-3560054,2017/8/25,2017/8/27,"Wilson Jones 打孔机, 透明",办公用品,装订机,邵绅,消费者,中国,中南,郑州,河南,二级,256,54,0%,2
CN-2017-3569535,2017/8/25,2017/8/27,"SAFCO 凳子, 每套两件",家具,椅子,韦实,消费者,中国,中南,焦作,河南,二级,"2,144",-72,10%,3
CN-2017-4985754,2017/8/25,2017/8/27,"贝尔金 记忆卡, 可编程",技术,配件,谢斯云,公司,中国,西南,海口,云南,一级,"1,086",369,0%,2
CN-2017-3569535,2017/8/25,2017/8/27,"佳能 个人复印机, 每套两件",技术,复印机,韦实,消费者,中国,中南,焦作,河南,二级,"3,997","1,599",0%,6
CN-2017-3569535,2017/8/25,2017/8/27,"夏普 传真复印机, 彩色",技术,复印机,韦实,消费者,中国,中南,焦作,河南,二级,"2,381",738,0%,3
CN-2017-3560054,2017/8/25,2017/8/27,"惠普 无线传真机, 数字化",技术,复印机,邵绅,消费者,中国,中南,郑州,河南,二级,"8,397",587,0%,5
CN-2017-3560054,2017/8/25,2017/8/27,"StarTech 收据打印机, 多色",技术,设备,邵绅,消费者,中国,中南,郑州,河南,二级,"1,548",727,0%,3
CN-2017-2640851,2017/8/25,2017/8/29,"Jiffy 搭扣信封, 回收",办公用品,信封,徐芬,公司,中国,中南,桂林,广西,标准级,34,4,0%,1
CN-2017-1455994,2017/8/25,2017/8/29,"Fellowes 文件车, 金属",办公用品,收纳具,邵兰,消费者,中国,中南,黄州,湖北,标准级,"1,273",585,0%,2
CN-2017-1455994,2017/8/25,2017/8/29,"Sauder 墙角架, 金属",家具,书架,邵兰,消费者,中国,中南,黄州,湖北,标准级,822,-534,40%,2
CN-2017-5834341,2017/8/25,2017/8/31,"Office Star 摇椅, 可调",家具,椅子,万冬露,消费者,中国,华东,上海,上海,标准级,"2,008",863,0%,3
CN-2017-1007278,2017/8/25,2017/8/31,"Bush 古典书架, 金属",家具,书架,陶德伟,消费者,中国,华北,邯郸,河北,标准级,"15,387",615,0%,8
CN-2017-2828982,2017/8/26,2017/8/26,"Acme 剪刀, 工业",办公用品,用品,徐安,消费者,中国,西北,西宁,青海,当日,379,76,0%,3
CN-2017-1361457,2017/8/26,2017/8/30,"Avery 运输标签, 耐用",办公用品,标签,严恒,消费者,中国,东北,辽中,辽宁,标准级,286,62,0%,5
CN-2017-1361457,2017/8/26,2017/8/30,"Stanley 钢笔, 混合尺寸",办公用品,美术,严恒,消费者,中国,东北,辽中,辽宁,标准级,86,-273,80%,7
US-2017-4769676,2017/8/26,2017/8/30,"Hon 折叠椅, 每套两件",家具,椅子,黄岱,消费者,中国,东北,大连,辽宁,标准级,703,-117,40%,3
CN-2017-5425854,2017/8/27,2017/8/27,"Novimex 有色标签, 白色",办公用品,标签,巩关茵,公司,中国,华东,烟台,山东,当日,58,17,0%,1
CN-2017-2017739,2017/8/27,2017/8/27,"Fellowes 锁柜, 单宽度",办公用品,收纳具,苏姝,小型企业,中国,华东,姜堰,江苏,当日,"4,838","1,887",0%,5
CN-2017-2017739,2017/8/27,2017/8/27,"Harbour Creations 合法证物标签, 红色",办公用品,标签,苏姝,小型企业,中国,华东,姜堰,江苏,当日,50,16,0%,1
CN-2017-1628412,2017/8/27,2017/8/31,"Stockwell 夹子, 金属",办公用品,系固件,孙荷,公司,中国,华北,呼和浩特,内蒙古,标准级,108,-63,40%,2
CN-2017-3581392,2017/8/27,2017/8/31,"宜家 古典书架, 传统",家具,书架,孙荷,公司,中国,华东,滕州,山东,标准级,"11,529","2,997",0%,6
CN-2017-4015472,2017/8/27,2017/9/1,"Wilson Jones 订书机, 实惠",办公用品,装订机,常宣,消费者,中国,中南,沙市,湖北,标准级,137,7,40%,1
CN-2017-5834341,2017/8/27,2017/9/2,"Tenex 盒, 单宽度",办公用品,收纳具,程根基,消费者,中国,东北,沈阳,辽宁,标准级,231,108,0%,3
CN-2017-5834341,2017/8/27,2017/9/2,"OIC 回形针, 金属",办公用品,系固件,程根基,消费者,中国,东北,沈阳,辽宁,标准级,163,-73,40%,4
US-2017-1172542,2017/8/27,2017/9/2,"Fellowes 锁柜, 工业",办公用品,收纳具,施奇,消费者,中国,华东,莱阳,山东,标准级,"9,698","4,654",0%,10
US-2017-1172542,2017/8/27,2017/9/2,"Accos 按钉, 整包",办公用品,系固件,施奇,消费者,中国,华东,莱阳,山东,标准级,136,27,0%,2
US-2017-1172542,2017/8/27,2017/9/2,"Stanley 铅笔刀, 混合尺寸",办公用品,美术,施奇,消费者,中国,华东,莱阳,山东,标准级,652,71,0%,5
CN-2017-5834341,2017/8/27,2017/9/2,"夏普 复印机, 数字化",技术,复印机,程根基,消费者,中国,东北,沈阳,辽宁,标准级,"1,339",-759,40%,2
CN-2017-1166331,2017/8/27,2017/9/3,"惠普 个人复印机, 红色",技术,复印机,佟崆,小型企业,中国,华东,仪征,江苏,标准级,686,-286,40%,2
US-2017-1346492,2017/8/28,2017/8/30,"夏普 无线传真机, 数字化",技术,复印机,葛彩,消费者,中国,中南,枣阳,湖北,一级,"4,978",-249,40%,5
CN-2017-5909028,2017/8/28,2017/9/1,"Acme 尺子, 钢",办公用品,用品,孙雯,公司,中国,华东,厦门,福建,标准级,376,26,0%,5
CN-2017-2121055,2017/8/28,2017/9/1,"Avery 有色标签, 白色",办公用品,标签,肖壁,小型企业,中国,华东,兖州,山东,标准级,124,62,0%,2
CN-2017-2121055,2017/8/28,2017/9/1,"BIC 铅笔刀, 混合尺寸",办公用品,美术,肖壁,小型企业,中国,华东,兖州,山东,标准级,601,132,0%,4
US-2017-3139690,2017/8/28,2017/9/1,"Kraft 马尼拉纸信封, 红色",办公用品,信封,武明媚,消费者,中国,东北,抚顺,辽宁,二级,701,35,0%,5
CN-2017-3064620,2017/8/28,2017/9/1,"SAFCO 椅垫, 可调",家具,椅子,潘荷,小型企业,中国,中南,孝感,湖北,标准级,523,52,40%,3
CN-2017-2121055,2017/8/28,2017/9/1,"Bush 书库, 白色",家具,书架,肖壁,小型企业,中国,华东,兖州,山东,标准级,"3,424",958,0%,2
US-2017-3139690,2017/8/28,2017/9/1,"Advantus 分层置放架, 耐用",家具,用具,武明媚,消费者,中国,东北,抚顺,辽宁,二级,197,-30,40%,3
CN-2017-5909028,2017/8/28,2017/9/1,"StarTech 喷墨打印机, 耐用",技术,设备,孙雯,公司,中国,华东,厦门,福建,标准级,"4,226","1,521",0%,3
CN-2017-2121055,2017/8/28,2017/9/1,"Brother 复印机, 彩色",技术,复印机,肖壁,小型企业,中国,华东,兖州,山东,标准级,"3,692",110,0%,3
US-2017-3139690,2017/8/28,2017/9/1,"苹果 信号增强器, 整包",技术,电话,武明媚,消费者,中国,东北,抚顺,辽宁,二级,766,-217,40%,2
US-2017-4572693,2017/8/28,2017/9/2,"KitchenAid 搅拌机, 白色",办公用品,器具,梁婵娟,公司,中国,西南,内江,四川,标准级,"1,086",-399,40%,4
US-2017-3769666,2017/8/28,2017/9/2,"Harbour Creations 合法证物标签, 可调",办公用品,标签,邢盛,消费者,中国,华东,景德镇,江西,标准级,165,1,0%,4
CN-2017-1118715,2017/8/28,2017/9/2,"Tenex 相框, 优质",家具,用具,贾彩,公司,中国,中南,惠州,广东,标准级,"1,177",470,0%,5
US-2017-4988987,2017/8/28,2017/9/2,"Sauder 墙角架, 白色",家具,书架,郝立勤,消费者,中国,东北,哈尔滨,黑龙江,标准级,699,182,0%,1
US-2017-3769666,2017/8/28,2017/9/2,"SAFCO 折叠椅, 可调",家具,椅子,邢盛,消费者,中国,华东,景德镇,江西,标准级,"1,646",329,0%,4
US-2017-4240650,2017/8/28,2017/9/2,"Hewlett 传真复印机, 彩色",技术,复印机,钱珑,消费者,中国,中南,深圳,广东,二级,"6,347",126,0%,7
CN-2017-4200185,2017/8/29,2017/8/31,"SanDisk 键区, 回收",技术,配件,樊彩,小型企业,中国,中南,湘潭,湖南,一级,"1,737",694,0%,7
US-2017-4386495,2017/8/29,2017/9/3,"Fellowes 文件车, 金属",办公用品,收纳具,韦达侠,公司,中国,西北,西安,陕西,标准级,"1,273",585,0%,2
US-2017-4386495,2017/8/29,2017/9/3,"Office Star 凳子, 红色",家具,椅子,韦达侠,公司,中国,西北,西安,陕西,标准级,"2,435","1,047",0%,3
CN-2017-3832812,2017/8/29,2017/9/4,"Jiffy 马尼拉纸信封, 红色",办公用品,信封,彭伟,小型企业,中国,东北,鹤岗,黑龙江,标准级,552,204,0%,4
CN-2017-3832812,2017/8/29,2017/9/4,"SanDisk 备忘录便条, 每包 12 个",办公用品,纸张,彭伟,小型企业,中国,东北,鹤岗,黑龙江,标准级,887,389,0%,9
CN-2017-3832812,2017/8/29,2017/9/4,"Binney & Smith 钢笔, 蓝色",办公用品,美术,彭伟,小型企业,中国,东北,鹤岗,黑龙江,标准级,267,33,20%,6
CN-2017-5639395,2017/8/30,2017/9/3,"Jiffy 外皮和封条, 红色",办公用品,信封,毛刚,消费者,中国,华北,天津,天津,标准级,220,55,0%,2
CN-2017-5639395,2017/8/30,2017/9/3,"Enermax 记忆卡, 耐用",技术,配件,毛刚,消费者,中国,华北,天津,天津,标准级,"1,604",738,0%,3
CN-2017-2313079,2017/8/30,2017/9/4,"KitchenAid 冰箱, 红色",办公用品,器具,徐婵,小型企业,中国,中南,岳阳,湖南,二级,"14,782","3,547",0%,6
CN-2017-2313079,2017/8/30,2017/9/4,"Office Star 扶手椅, 可调",家具,椅子,徐婵,小型企业,中国,中南,岳阳,湖南,二级,"19,737","8,114",10%,10
CN-2017-2313079,2017/8/30,2017/9/4,"Hewlett 复印机, 数字化",技术,复印机,徐婵,小型企业,中国,中南,岳阳,湖南,二级,"1,229",209,0%,1
CN-2017-2313079,2017/8/30,2017/9/4,"摩托罗拉 充电器, 全尺寸",技术,电话,徐婵,小型企业,中国,中南,岳阳,湖南,二级,"18,031","1,081",0%,6
CN-2017-2257547,2017/8/31,2017/8/31,"KitchenAid 咖啡研磨机, 银色",办公用品,器具,薛磊,消费者,中国,华北,天津,天津,当日,"1,329",186,0%,4
CN-2017-2257547,2017/8/31,2017/8/31,"Avery 订书机, 实惠",办公用品,装订机,薛磊,消费者,中国,华北,天津,天津,当日,912,200,0%,4
US-2017-1658434,2017/8/31,2017/9/1,"Breville 微波炉, 黑色",办公用品,器具,龙谦,消费者,中国,西北,兰州,甘肃,一级,"2,530","-1,644",40%,3
US-2017-1658434,2017/8/31,2017/9/1,"Hon 可去除的标签, 白色",办公用品,标签,龙谦,消费者,中国,西北,兰州,甘肃,一级,144,5,0%,3
US-2017-1658434,2017/8/31,2017/9/1,"Binney & Smith 画布, 整包",办公用品,美术,龙谦,消费者,中国,西北,兰州,甘肃,一级,145,-434,80%,3
US-2017-1658434,2017/8/31,2017/9/1,"Advantus 分层置放架, 黑色",家具,用具,龙谦,消费者,中国,西北,兰州,甘肃,一级,222,-23,40%,3
US-2017-5693708,2017/8/31,2017/9/2,"Stiletto 开信刀, 锯齿状",办公用品,用品,邱谦,公司,中国,西北,西安,陕西,二级,117,36,0%,1
CN-2017-2501800,2017/8/31,2017/9/2,"Acco 标签, 实惠",办公用品,装订机,陈立,小型企业,中国,华东,上海,上海,一级,120,55,0%,3
US-2017-3504524,2017/8/31,2017/9/2,"Sauder 柜, 传统",家具,书架,韦实,消费者,中国,华北,乌海,内蒙古,二级,467,-179,40%,1
US-2017-3504524,2017/8/31,2017/9/2,"Novimex 折叠椅, 黑色",家具,椅子,韦实,消费者,中国,华北,乌海,内蒙古,二级,"2,458","-1,394",40%,11
US-2017-3504524,2017/8/31,2017/9/2,"Office Star 扶手椅, 红色",家具,椅子,韦实,消费者,中国,华北,乌海,内蒙古,二级,"3,926",-327,40%,3
US-2017-3504524,2017/8/31,2017/9/2,"SAFCO 椅垫, 可调",家具,椅子,韦实,消费者,中国,华北,乌海,内蒙古,二级,"1,047",104,40%,6
CN-2017-2055991,2017/8/31,2017/9/3,"BIC 钢笔, 整包",办公用品,美术,付涛,公司,中国,华北,石家庄,河北,二级,475,42,0%,7
CN-2017-2055991,2017/8/31,2017/9/3,"贝尔金 闪存驱动器, 耐用",技术,配件,付涛,公司,中国,华北,石家庄,河北,二级,393,122,0%,2
CN-2017-4162714,2017/8/31,2017/9/3,"摩托罗拉 信号增强器, 混合尺寸",技术,电话,苏姝,小型企业,中国,东北,哈尔滨,黑龙江,一级,"1,362",259,0%,2
CN-2017-2554132,2017/8/31,2017/9/5,"Hamilton Beach 搅拌机, 红色",办公用品,器具,马惠英,公司,中国,华北,北京,北京,标准级,995,209,0%,3
CN-2017-2554132,2017/8/31,2017/9/5,"Tenex 搁板, 单宽度",办公用品,收纳具,马惠英,公司,中国,华北,北京,北京,标准级,766,191,0%,3
